uid	similarity	catnum	ti_uid	gene	indication_mesh_id	indication_mesh_term	hcat	acat	ccat	hcatnum	acatnum	ccatnum	succ_p_1	succ_1_2	succ_2_3	succ_3_a	orphan	year_launch	arow	assoc_mesh_id	assoc_mesh_term	assoc_source	assoc_info	original_trait	original_link	assoc_year	pic_qtl_pval	pic_h4	af_gnomad_nfe	l2g_share	l2g_rank	cat	assoc_share	assoc_rank	source_name	abs_beta	abs_or	highest_phase_with_known_outcome	areas	genetic_insight	target_status	phase
ABL1-D016889	0.227	3	ABL1-D016889	ABL1	D016889	Endometrial Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	3876	D007970	Leukopenia	OTG	NA	White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018	NA	NA	0.37371592932475	0.75	1	Phase II	0.75	1	GWAS	NA	NA	2	oncology	gwas	unsupported target	II
ABL1-D017681	0.477	3	ABL1-D017681	ABL1	D017681	Hypereosinophilic Syndrome	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	3876	D007970	Leukopenia	OTG	NA	White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018	NA	NA	0.37371592932475	0.75	1	Phase II	0.75	1	GWAS	NA	NA	1	hematology	both	unsupported target	II
ABL1-D019337	0.506	3	ABL1-D019337	ABL1	D019337	Hematologic Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	3876	D007970	Leukopenia	OTG	NA	White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018	NA	NA	0.37371592932475	0.75	1	Phase II	0.75	1	GWAS	NA	NA	2	oncology	gwas	unsupported target	II
ABL1-D020961	0.299	3	ABL1-D020961	ABL1	D020961	Lewy Body Disease	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	3864	D000428	Alcohol Drinking	Genebass	pLoF skat continuous both_sexes	Frequency of memory loss due to drinking alcohol in last year	https://genebass.org/gene/ENSG00000097007/phenotype/continuous-20408-both_sexes-NA-NA?burdenSet=pLoF&phewasOpts=1&resultLayout=full	2021	NA	NA	NA	NA	NA	Phase II	NA	NA	GWAS	0.032491	NA	1	neurology, psychiatry	both	unsupported target	II
ABL1-D046152	0.223	4	ABL1-D046152	ABL1	D046152	Gastrointestinal Stromal Tumors	Phase III	NA	Phase III	4	NA	4	TRUE	TRUE	TRUE	FALSE	FALSE	NA	3876	D007970	Leukopenia	OTG	NA	White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018	NA	NA	0.37371592932475	0.75	1	Phase III	0.75	1	GWAS	NA	NA	3	oncology	omim/tcga	unsupported target	III
ABL1-D054198	0.468	5	ABL1-D054198	ABL1	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	NA	3876	D007970	Leukopenia	OTG	NA	White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018	NA	NA	0.37371592932475	0.75	1	Launched	0.75	1	GWAS	NA	NA	3	oncology	both	unsupported target	Launched
ABL1-D054990	0.228	3	ABL1-D054990	ABL1	D054990	Idiopathic Pulmonary Fibrosis	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	3876	D007970	Leukopenia	OTG	NA	White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018	NA	NA	0.37371592932475	0.75	1	Phase II	0.75	1	GWAS	NA	NA	1	respiratory	both	unsupported target	II
ABL1-D055752	0.226	3	ABL1-D055752	ABL1	D055752	Small Cell Lung Carcinoma	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	3876	D007970	Leukopenia	OTG	NA	White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018	NA	NA	0.37371592932475	0.75	1	Phase II	0.75	1	GWAS	NA	NA	2	oncology	both	unsupported target	II
ACACA-D000152	0.233	3	ACACA-D000152	ACACA	D000152	Acne Vulgaris	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	5866	D001778	Blood Coagulation Disorders	OTG	NA	Hematocrit	https://genetics.opentargets.org/study/GCST90002308	2020	NA	NA	1.9490644490644e-4	0.63	1	Phase II	0.63	1	GWAS	NA	NA	2	dermatology	both	unsupported target	II
ACACA-D003924	0.482	3	ACACA-D003924	ACACA	D003924	Diabetes Mellitus, Type 2	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	5870	D008052	Lipid Metabolism, Inborn Errors	OMIM	NA	Acetyl-CoA carboxylase deficiency, 613933 (1), Autosomal recessive	https://omim.org/entry/200350	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	metabolic, endocrine	both	unsupported target	II
ACACA-D065626	0.216	3	ACACA-D065626	ACACA	D065626	Non-alcoholic Fatty Liver Disease	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	5866	D001778	Blood Coagulation Disorders	OTG	NA	Hematocrit	https://genetics.opentargets.org/study/GCST90002308	2020	NA	NA	1.9490644490644e-4	0.63	1	Phase II	0.63	1	GWAS	NA	NA	1	digestive	both	unsupported target	II
ACACB-D000152	0.19	3	ACACB-D000152	ACACB	D000152	Acne Vulgaris	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	5878	D015228	Hypertriglyceridemia	Genebass	missenseLC skat continuous both_sexes irnt	Triglycerides	https://genebass.org/gene/ENSG00000076555/phenotype/continuous-30870-both_sexes-NA-irnt?burdenSet=pLoF&phewasOpts=1&resultLayout=full	2021	NA	NA	NA	NA	NA	Phase II	NA	NA	GWAS	5.7729e-4	NA	2	dermatology	both	unsupported target	II
ACACB-D003924	0.439	3	ACACB-D003924	ACACB	D003924	Diabetes Mellitus, Type 2	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	5878	D015228	Hypertriglyceridemia	Genebass	missenseLC skat continuous both_sexes irnt	Triglycerides	https://genebass.org/gene/ENSG00000076555/phenotype/continuous-30870-both_sexes-NA-irnt?burdenSet=pLoF&phewasOpts=1&resultLayout=full	2021	NA	NA	NA	NA	NA	Phase II	NA	NA	GWAS	5.7729e-4	NA	2	metabolic, endocrine	both	unsupported target	II
ACAN-D010003	0.469	3	ACAN-D010003	ACAN	D010003	Osteoarthritis	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	6398	D001848	Bone Diseases, Developmental	OMIM	NA	Spondyloepimetaphyseal dysplasia, aggrecan type, 612813 (3), Autosomal recessive	https://omim.org/entry/155760	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	1	musculoskeletal	both	unsupported target	II
ACE-D000755	0.33	2	ACE-D000755	ACE	D000755	Anemia, Sickle Cell	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	6755	D014564	Urogenital Abnormalities	OMIM	NA	Renal tubular dysgenesis, 267430 (3), Autosomal recessive	https://omim.org/entry/106180	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	OMIM	NA	NA	1	hematology, congenital	both	unsupported target	I
ACE-D003715	0.238	2	ACE-D003715	ACE	D003715	Dengue	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	6722	D002318	Cardiovascular Diseases	OTG	NA	Cardiovascular disease	https://genetics.opentargets.org/study/GCST007072	2018	NA	NA	0.625845473465141	0.71	1	Phase I	0.71	1	GWAS	NA	NA	1	infection	gwas	unsupported target	I
ACE-D003928	0.623	3	ACE-D003928	ACE	D003928	Diabetic Nephropathies	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	6724	D003924	Diabetes Mellitus, Type 2	OTG	NA	Type 2 diabetes	https://genetics.opentargets.org/study/GCST010555	2020	NA	NA	0.47204033525406	0.7	1	Phase II	0.7	1	GWAS	0.0346	NA	2	endocrine	gwas	unsupported target	II
ACE-D006333	0.49	5	ACE-D006333	ACE	D006333	Heart Failure	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE	NA	6722	D002318	Cardiovascular Diseases	OTG	NA	Cardiovascular disease	https://genetics.opentargets.org/study/GCST007072	2018	NA	NA	0.625845473465141	0.71	1	Launched	0.71	1	GWAS	NA	NA	3	cardiovascular	both	unsupported target	Launched
ACE-D006937	0.507	3	ACE-D006937	ACE	D006937	Hypercholesterolemia	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	6751	D008659	Metabolic Diseases	OTG	NA	Metabolic traits [aspartylphenylalanine]	https://genetics.opentargets.org/study/GCST001217_21	2011	NA	NA	0.474320634507866	0.69	1	Phase II	0.69	1	GWAS	0.134	NA	2	metabolic	both	unsupported target	II
ACE-D006973	1	5	ACE-D006973	ACE	D006973	Hypertension	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE	2013	6727	D006973	Hypertension	OTG	NA	Angiotensin-converting enzyme activity	https://genetics.opentargets.org/study/GCST000565	2010	NA	NA	0.477350539899921	0.72	1	Launched	0.72	1	GWAS	NA	16.2	3	cardiovascular	both	genetically supported target	Launched
ACE-D007251	0.259	2	ACE-D007251	ACE	D007251	Influenza, Human	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	6722	D002318	Cardiovascular Diseases	OTG	NA	Cardiovascular disease	https://genetics.opentargets.org/study/GCST007072	2018	NA	NA	0.625845473465141	0.71	1	Phase I	0.71	1	GWAS	NA	NA	1	infection, respiratory	gwas	unsupported target	I
ACE-D007676	0.588	3	ACE-D007676	ACE	D007676	Kidney Failure, Chronic	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	6755	D014564	Urogenital Abnormalities	OMIM	NA	Renal tubular dysgenesis, 267430 (3), Autosomal recessive	https://omim.org/entry/106180	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	other	both	unsupported target	II
ACE-D009203	0.531	5	ACE-D009203	ACE	D009203	Myocardial Infarction	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE	2016	6727	D006973	Hypertension	OTG	NA	Angiotensin-converting enzyme activity	https://genetics.opentargets.org/study/GCST000565	2010	NA	NA	0.477350539899921	0.72	1	Launched	0.72	1	GWAS	NA	16.2	3	cardiovascular, signs/symptoms	gwas	unsupported target	Launched
ACE-D054058	0.485	4	ACE-D054058	ACE	D054058	Acute Coronary Syndrome	Phase III	NA	Phase III	4	NA	4	TRUE	TRUE	TRUE	FALSE	FALSE	NA	6727	D006973	Hypertension	OTG	NA	Angiotensin-converting enzyme activity	https://genetics.opentargets.org/study/GCST000565	2010	NA	NA	0.477350539899921	0.72	1	Phase III	0.72	1	GWAS	NA	16.2	3	cardiovascular	gwas	unsupported target	III
ACE2-D000086382	0	3	ACE2-D000086382	ACE2	D000086382	COVID-19	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	NA	NA	NA	1	infection, respiratory	gwas	unsupported target	II
ACE2-D003093	0	3	ACE2-D003093	ACE2	D003093	Colitis, Ulcerative	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	NA	NA	NA	2	digestive	both	unsupported target	II
ACE2-D006333	0	2	ACE2-D006333	ACE2	D006333	Heart Failure	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	NA	NA	NA	1	cardiovascular	both	unsupported target	I
ACE2-D006976	0	3	ACE2-D006976	ACE2	D006976	Hypertension, Pulmonary	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	NA	NA	NA	1	respiratory, cardiovascular	omim/tcga	unsupported target	II
ACE2-D007249	0	2	ACE2-D007249	ACE2	D007249	Inflammation	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	NA	NA	NA	1	signs/symptoms	gwas	unsupported target	I
ACE2-D008107	0	2	ACE2-D008107	ACE2	D008107	Liver Diseases	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	NA	NA	NA	1	digestive	both	unsupported target	I
ACE2-D009203	0	2	ACE2-D009203	ACE2	D009203	Myocardial Infarction	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	NA	NA	NA	1	cardiovascular, signs/symptoms	gwas	unsupported target	I
ACE2-D009369	0	2	ACE2-D009369	ACE2	D009369	Neoplasms	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	NA	NA	NA	1	oncology	gwas	unsupported target	I
ACE2-D009765	0	3	ACE2-D009765	ACE2	D009765	Obesity	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	NA	NA	NA	2	metabolic, signs/symptoms	both	unsupported target	II
ACHE-D000437	0.242	3	ACHE-D000437	ACHE	D000437	Alcoholism	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	6839	D006474	Hemorrhagic Disorders	PICCOLO	Liver	plasminogen_activator_inhibitor_type_1_levels_	https://www.ncbi.nlm.nih.gov/pubmed/22990020	2012	2.91465e-8	0.927116	NA	NA	NA	Phase II	NA	NA	GWAS	NA	NA	2	psychiatry	gwas	unsupported target	II
ACHE-D000544	0.254	5	ACHE-D000544	ACHE	D000544	Alzheimer Disease	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	2004	6839	D006474	Hemorrhagic Disorders	PICCOLO	Liver	plasminogen_activator_inhibitor_type_1_levels_	https://www.ncbi.nlm.nih.gov/pubmed/22990020	2012	2.91465e-8	0.927116	NA	NA	NA	Launched	NA	NA	GWAS	NA	NA	3	neurology, psychiatry	both	unsupported target	Launched
ACHE-D000690	0.231	3	ACHE-D000690	ACHE	D000690	Amyotrophic Lateral Sclerosis	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	6839	D006474	Hemorrhagic Disorders	PICCOLO	Liver	plasminogen_activator_inhibitor_type_1_levels_	https://www.ncbi.nlm.nih.gov/pubmed/22990020	2012	2.91465e-8	0.927116	NA	NA	NA	Phase II	NA	NA	GWAS	NA	NA	2	neurology, metabolic	both	unsupported target	II
ACHE-D002545	0.393	3	ACHE-D002545	ACHE	D002545	Brain Ischemia	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	6854	D013610	Tachycardia	PICCOLO	gtex-v6p-adipose-subcutaneous	heart_rate	https://www.ncbi.nlm.nih.gov/pubmed/23583979	2013	2.6e-13	0.96804	NA	NA	NA	Phase II	NA	NA	GWAS	NA	NA	2	neurology, cardiovascular	omim/tcga	unsupported target	II
ACHE-D003093	0.233	3	ACHE-D003093	ACHE	D003093	Colitis, Ulcerative	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	6839	D006474	Hemorrhagic Disorders	PICCOLO	Liver	plasminogen_activator_inhibitor_type_1_levels_	https://www.ncbi.nlm.nih.gov/pubmed/22990020	2012	2.91465e-8	0.927116	NA	NA	NA	Phase II	NA	NA	GWAS	NA	NA	2	digestive	both	unsupported target	II
ACHE-D003704	0.263	5	ACHE-D003704	ACHE	D003704	Dementia	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	NA	6839	D006474	Hemorrhagic Disorders	PICCOLO	Liver	plasminogen_activator_inhibitor_type_1_levels_	https://www.ncbi.nlm.nih.gov/pubmed/22990020	2012	2.91465e-8	0.927116	NA	NA	NA	Launched	NA	NA	GWAS	NA	NA	3	neurology, psychiatry	both	unsupported target	Launched
ACHE-D003929	0.23	3	ACHE-D003929	ACHE	D003929	Diabetic Neuropathies	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	6839	D006474	Hemorrhagic Disorders	PICCOLO	Liver	plasminogen_activator_inhibitor_type_1_levels_	https://www.ncbi.nlm.nih.gov/pubmed/22990020	2012	2.91465e-8	0.927116	NA	NA	NA	Phase II	NA	NA	GWAS	NA	NA	2	neurology, endocrine	both	unsupported target	II
ACHE-D005756	0.237	2	ACHE-D005756	ACHE	D005756	Gastritis	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	6839	D006474	Hemorrhagic Disorders	PICCOLO	Liver	plasminogen_activator_inhibitor_type_1_levels_	https://www.ncbi.nlm.nih.gov/pubmed/22990020	2012	2.91465e-8	0.927116	NA	NA	NA	Phase I	NA	NA	GWAS	NA	NA	1	digestive	gwas	unsupported target	I
ACHE-D009157	0.278	3	ACHE-D009157	ACHE	D009157	Myasthenia Gravis	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	6839	D006474	Hemorrhagic Disorders	PICCOLO	Liver	plasminogen_activator_inhibitor_type_1_levels_	https://www.ncbi.nlm.nih.gov/pubmed/22990020	2012	2.91465e-8	0.927116	NA	NA	NA	Phase II	NA	NA	GWAS	NA	NA	2	oncology	both	unsupported target	II
ACHE-D009437	0.349	3	ACHE-D009437	ACHE	D009437	Neuralgia	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	6854	D013610	Tachycardia	PICCOLO	gtex-v6p-adipose-subcutaneous	heart_rate	https://www.ncbi.nlm.nih.gov/pubmed/23583979	2013	2.6e-13	0.96804	NA	NA	NA	Phase II	NA	NA	GWAS	NA	NA	2	neurology, signs/symptoms	both	unsupported target	II
ACHE-D012859	0.231	3	ACHE-D012859	ACHE	D012859	Sjogren's Syndrome	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	6839	D006474	Hemorrhagic Disorders	PICCOLO	Liver	plasminogen_activator_inhibitor_type_1_levels_	https://www.ncbi.nlm.nih.gov/pubmed/22990020	2012	2.91465e-8	0.927116	NA	NA	NA	Phase II	NA	NA	GWAS	NA	NA	2	musculoskeletal, ophthalmology, dermatology, immune	both	unsupported target	II
ACHE-D014029	0.218	3	ACHE-D014029	ACHE	D014029	Tobacco Use Disorder	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	6839	D006474	Hemorrhagic Disorders	PICCOLO	Liver	plasminogen_activator_inhibitor_type_1_levels_	https://www.ncbi.nlm.nih.gov/pubmed/22990020	2012	2.91465e-8	0.927116	NA	NA	NA	Phase II	NA	NA	GWAS	NA	NA	2	psychiatry	gwas	unsupported target	II
ACHE-D014987	0.233	3	ACHE-D014987	ACHE	D014987	Xerostomia	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	6839	D006474	Hemorrhagic Disorders	PICCOLO	Liver	plasminogen_activator_inhibitor_type_1_levels_	https://www.ncbi.nlm.nih.gov/pubmed/22990020	2012	2.91465e-8	0.927116	NA	NA	NA	Phase II	NA	NA	GWAS	NA	NA	2	other	gwas	unsupported target	II
ACHE-D015212	0.247	3	ACHE-D015212	ACHE	D015212	Inflammatory Bowel Diseases	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	6839	D006474	Hemorrhagic Disorders	PICCOLO	Liver	plasminogen_activator_inhibitor_type_1_levels_	https://www.ncbi.nlm.nih.gov/pubmed/22990020	2012	2.91465e-8	0.927116	NA	NA	NA	Phase II	NA	NA	GWAS	NA	NA	2	digestive	both	unsupported target	II
ACHE-D020521	0.409	3	ACHE-D020521	ACHE	D020521	Stroke	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	6854	D013610	Tachycardia	PICCOLO	gtex-v6p-adipose-subcutaneous	heart_rate	https://www.ncbi.nlm.nih.gov/pubmed/23583979	2013	2.6e-13	0.96804	NA	NA	NA	Phase II	NA	NA	GWAS	NA	NA	2	neurology, cardiovascular	gwas	unsupported target	II
ACHE-D020961	0.217	5	ACHE-D020961	ACHE	D020961	Lewy Body Disease	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	2014	6839	D006474	Hemorrhagic Disorders	PICCOLO	Liver	plasminogen_activator_inhibitor_type_1_levels_	https://www.ncbi.nlm.nih.gov/pubmed/22990020	2012	2.91465e-8	0.927116	NA	NA	NA	Launched	NA	NA	GWAS	NA	NA	3	neurology, psychiatry	both	unsupported target	Launched
ACKR3-D009369	0.336	2	ACKR3-D009369	ACKR3	D009369	Neoplasms	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	7140	D006402	Hematologic Diseases	PICCOLO	gtex-v6p-esophagus-mucosa	granulocyte_count	https://www.ncbi.nlm.nih.gov/pubmed/27863252	2016	2.59e-16	0.982994	NA	NA	NA	Phase I	NA	NA	GWAS	NA	NA	1	oncology	gwas	unsupported target	I
ACR-D000086382	0	5	ACR-D000086382	ACR	D000086382	COVID-19	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	NA	8260	D001791	Blood Platelet Disorders	PICCOLO	gtex-v6p-small-intestine-terminal-ileum	mean_platelet_volume	https://www.ncbi.nlm.nih.gov/pubmed/27863252	2016	2.77e-7	0.940695	NA	NA	NA	Launched	NA	NA	GWAS	NA	NA	3	infection, respiratory	gwas	unsupported target	Launched
ACR-D006566	0.223	2	ACR-D006566	ACR	D006566	Herpesviridae Infections	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	8260	D001791	Blood Platelet Disorders	PICCOLO	gtex-v6p-small-intestine-terminal-ileum	mean_platelet_volume	https://www.ncbi.nlm.nih.gov/pubmed/27863252	2016	2.77e-7	0.940695	NA	NA	NA	Phase I	NA	NA	GWAS	NA	NA	1	infection	gwas	unsupported target	I
ACVR1-D000740	0.197	3	ACVR1-D000740	ACVR1	D000740	Anemia	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	9575	D009221	Myositis Ossificans	OMIM	NA	Fibrodysplasia ossificans progressiva, 135100 (3), Autosomal dominant	https://omim.org/entry/102576	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	1	hematology	both	unsupported target	II
ACVR1-D002289	0.183	2	ACVR1-D002289	ACVR1	D002289	Carcinoma, Non-Small-Cell Lung	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	9575	D009221	Myositis Ossificans	OMIM	NA	Fibrodysplasia ossificans progressiva, 135100 (3), Autosomal dominant	https://omim.org/entry/102576	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	OMIM	NA	NA	1	oncology	both	unsupported target	I
ACVR1-D009101	0.187	3	ACVR1-D009101	ACVR1	D009101	Multiple Myeloma	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	9575	D009221	Myositis Ossificans	OMIM	NA	Fibrodysplasia ossificans progressiva, 135100 (3), Autosomal dominant	https://omim.org/entry/102576	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	1	oncology	gwas	unsupported target	II
ACVR1-D009190	0.193	3	ACVR1-D009190	ACVR1	D009190	Myelodysplastic Syndromes	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	9575	D009221	Myositis Ossificans	OMIM	NA	Fibrodysplasia ossificans progressiva, 135100 (3), Autosomal dominant	https://omim.org/entry/102576	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	1	hematology	omim/tcga	unsupported target	II
ACVR1-D009221	1	4	ACVR1-D009221	ACVR1	D009221	Myositis Ossificans	NA	Phase III	Phase III	NA	5	4	TRUE	TRUE	TRUE	NA	TRUE	NA	9575	D009221	Myositis Ossificans	OMIM	NA	Fibrodysplasia ossificans progressiva, 135100 (3), Autosomal dominant	https://omim.org/entry/102576	NA	NA	NA	NA	NA	NA	Phase III	NA	NA	OMIM	NA	NA	2	musculoskeletal	both	genetically supported target	III
ACVR1-D010190	0.186	4	ACVR1-D010190	ACVR1	D010190	Pancreatic Neoplasms	Phase III	NA	Phase III	4	NA	4	TRUE	TRUE	TRUE	FALSE	FALSE	NA	9575	D009221	Myositis Ossificans	OMIM	NA	Fibrodysplasia ossificans progressiva, 135100 (3), Autosomal dominant	https://omim.org/entry/102576	NA	NA	NA	NA	NA	NA	Phase III	NA	NA	OMIM	NA	NA	3	oncology	gwas	unsupported target	III
ACVR1-D011087	0.185	4	ACVR1-D011087	ACVR1	D011087	Polycythemia Vera	NA	Phase III	Phase III	NA	5	4	TRUE	TRUE	TRUE	NA	FALSE	NA	9575	D009221	Myositis Ossificans	OMIM	NA	Fibrodysplasia ossificans progressiva, 135100 (3), Autosomal dominant	https://omim.org/entry/102576	NA	NA	NA	NA	NA	NA	Phase III	NA	NA	OMIM	NA	NA	2	oncology	both	unsupported target	III
ACVR1-D013922	0.179	4	ACVR1-D013922	ACVR1	D013922	Thrombocytosis	NA	Phase III	Phase III	NA	5	4	TRUE	TRUE	TRUE	NA	FALSE	NA	9575	D009221	Myositis Ossificans	OMIM	NA	Fibrodysplasia ossificans progressiva, 135100 (3), Autosomal dominant	https://omim.org/entry/102576	NA	NA	NA	NA	NA	NA	Phase III	NA	NA	OMIM	NA	NA	2	hematology	both	unsupported target	III
ACVR1-D055728	0.179	5	ACVR1-D055728	ACVR1	D055728	Primary Myelofibrosis	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE	NA	9575	D009221	Myositis Ossificans	OMIM	NA	Fibrodysplasia ossificans progressiva, 135100 (3), Autosomal dominant	https://omim.org/entry/102576	NA	NA	NA	NA	NA	NA	Launched	NA	NA	OMIM	NA	NA	3	hematology	both	unsupported target	Launched
ACVR2A-D000740	0.577	3	ACVR2A-D000740	ACVR2A	D000740	Anemia	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	9745	D006402	Hematologic Diseases	PICCOLO	gtex-v6p-heart-left-ventricle	white_blood_cell_count_	https://www.ncbi.nlm.nih.gov/pubmed/27863252	2016	5.64e-7	0.98421	NA	NA	NA	Phase II	NA	NA	GWAS	NA	NA	1	hematology	both	unsupported target	II
ACVR2A-D003928	0.702	3	ACVR2A-D003928	ACVR2A	D003928	Diabetic Nephropathies	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	TRUE	NA	9789	D051437	Renal Insufficiency	OTG	NA	Creatinine levels	https://genetics.opentargets.org/study/GCST90019502	2021	NA	NA	0.0752172221501751	0.9	1	Phase II	0.9	1	GWAS	0.0289	NA	2	endocrine	gwas	unsupported target	II
